2009-10-23T0:44:17,Master Bedroom,ON,100
2009-10-23T0:44:29,Master Bedroom,ON,100
2009-10-23T0:44:50,Master Bedroom,ON,100
2009-10-23T2:7:55,Main Kitchen,ON,100
2009-10-23T2:33:30,Master Bedroom,ON,100
2009-10-23T2:34:18,Main Kitchen,ON,100
2009-10-23T2:42:15,Hall,ON,100
2009-10-23T2:44:37,Main Kitchen,ON,100
2009-10-23T2:52:44,Master Bedroom,ON,100
2009-10-23T3:11:16,Master Bedroom,OFF,0
2009-10-23T3:11:23,Landing,ON,100
2009-10-23T3:11:47,Main Kitchen,ON,100
2009-10-23T3:12:47,Landing,ON,100
2009-10-23T3:12:52,Master Bedroom,ON,100
2009-10-23T3:13:6,Main Bathroom,ON,100
2009-10-23T3:14:27,Landing,ON,100
2009-10-23T3:14:33,Master Bedroom,ON,100
2009-10-23T3:14:49,Master Bedroom,ON,100
2009-10-23T3:15:7,Master Bedroom,ON,100
2009-10-23T3:45:34,Master Bedroom,OFF,0
2009-10-23T3:45:35,Master Bedroom,ON,100
2009-10-23T3:45:44,Master Bedroom,OFF,0
2009-10-23T3:45:55,Master Bedroom,ON,100
2009-10-23T3:45:56,Master Bedroom,OFF,0
2009-10-23T4:32:11,Master Bedroom,ON,100
2009-10-23T4:40:17,Master Bedroom,OFF,0
2009-10-23T4:40:19,Master Bedroom,ON,100
2009-10-23T4:40:30,Master Bedroom,OFF,0
2009-10-23T4:40:43,Master Bedroom,ON,100
2009-10-23T4:40:52,Master Bedroom,ON,100
2009-10-23T4:41:0,Master Bedroom,OFF,0
2009-10-23T4:41:1,Master Bedroom,ON,100
2009-10-23T4:41:40,Master Bedroom,ON,100
2009-10-23T4:54:36,Master Bedroom,OFF,0
2009-10-23T4:54:37,Master Bedroom,ON,100
2009-10-23T4:54:44,Master Bedroom,ON,100
2009-10-23T5:19:49,Master Bedroom,OFF,0
2009-10-23T5:19:50,Master Bedroom,ON,100
2009-10-23T5:22:18,Master Bedroom,ON,100
2009-10-23T5:23:3,Master Bedroom,OFF,0
2009-10-23T5:23:4,Master Bedroom,ON,100
2009-10-23T5:23:45,Master Bedroom,ON,100
2009-10-23T5:26:52,Master Bedroom,OFF,0
2009-10-23T5:26:53,Master Bedroom,ON,100
2009-10-23T5:27:12,Master Bedroom,OFF,0
2009-10-23T5:27:24,Master Bedroom,ON,100
2009-10-23T5:27:26,Master Bedroom,OFF,0
2009-10-23T5:27:27,Master Bedroom,ON,100
2009-10-23T5:27:30,Master Bedroom,ON,100
2009-10-23T5:48:52,Master Bedroom,ON,100
2009-10-23T6:58:55,Master Bedroom,OFF,0
2009-10-23T6:58:56,Master Bedroom,ON,100
2009-10-23T7:40:27,Master Bedroom,ON,100
2009-10-23T7:43:38,Master Bedroom,OFF,0
2009-10-23T7:43:43,Master Bedroom,ON,100
2009-10-23T8:7:44,Hall,ON,100
2009-10-23T8:11:34,Main Kitchen,ON,100
2009-10-23T8:33:17,Landing,ON,100
2009-10-23T8:34:55,Main Kitchen,ON,100
2009-10-23T8:36:32,Hall,ON,100
2009-10-23T8:36:48,Main Kitchen,ON,100
2009-10-23T8:41:41,Hall,ON,100
2009-10-23T8:42:47,Living Room,ON,100
2009-10-23T8:42:59,Main Kitchen,ON,100
2009-10-23T9:44:15,Master Bedroom,ON,100
2009-10-23T9:44:19,Landing,ON,100
2009-10-23T9:44:22,Main Bathroom,ON,100
2009-10-23T9:45:49,Landing,ON,100
2009-10-23T9:45:51,Master Bedroom,ON,100
2009-10-23T9:49:51,Hall,ON,100
2009-10-23T10:47:4,Master Bedroom,ON,100
2009-10-23T10:48:26,Landing,ON,100
2009-10-23T10:48:51,Main Kitchen,ON,100
2009-10-23T10:50:31,Hall,ON,100
2009-10-23T10:50:35,Downstairs WC,ON,100
2009-10-23T10:51:8,Main Kitchen,ON,100
2009-10-23T13:10:20,Hall,ON,100
2009-10-23T13:40:2,Main Kitchen,ON,100
2009-10-23T13:47:45,Landing,ON,100
2009-10-23T13:48:55,Master Bedroom,ON,100
2009-10-23T13:49:9,Master Bedroom,ON,100
2009-10-23T13:50:5,Landing,ON,100
2009-10-23T13:50:48,Downstairs WC,ON,100
2009-10-23T13:51:32,Main Kitchen,ON,100
2009-10-23T15:10:26,Downstairs WC,ON,100
2009-10-23T15:10:53,Landing,ON,100
2009-10-23T15:11:17,Master Bedroom,ON,100
2009-10-23T15:11:41,Landing,ON,100
2009-10-23T15:11:52,Third Bedroom,ON,100
2009-10-23T15:12:11,Main Bathroom,ON,100
2009-10-23T15:12:16,Landing,ON,100
2009-10-23T15:12:18,Master Bedroom,ON,100
2009-10-23T15:12:44,Main Bathroom,ON,100
2009-10-23T15:18:22,Landing,ON,100
2009-10-23T15:18:38,Main Kitchen,ON,100
2009-10-23T15:21:6,Landing,ON,100
2009-10-23T15:21:12,Main Bathroom,ON,100
2009-10-23T15:22:40,Landing,ON,100
2009-10-23T15:22:43,Master Bedroom,ON,100
2009-10-23T15:25:31,Landing,ON,100
2009-10-23T15:25:44,Main Kitchen,ON,100
2009-10-23T15:31:48,Landing,ON,100
2009-10-23T15:31:51,Main Bathroom,ON,100
2009-10-23T15:32:22,Landing,ON,100
2009-10-23T15:32:22,Master Bedroom,ON,100
2009-10-23T15:47:29,Landing,ON,100
2009-10-23T15:47:35,Master Bedroom,ON,100
2009-10-23T15:59:13,Landing,ON,100
2009-10-23T16:1:11,Third Bedroom,ON,100
2009-10-23T16:1:37,Landing,ON,100
2009-10-23T16:1:59,Master Bedroom,ON,100
2009-10-23T16:3:21,Master Bedroom,ON,100
2009-10-23T16:3:22,Master Bedroom,OFF,0
2009-10-23T16:3:40,Master Bedroom,ON,100
2009-10-23T16:3:57,Master Bedroom,ON,100
2009-10-23T16:4:8,Master Bedroom,OFF,0
2009-10-23T16:4:14,Landing,ON,100
2009-10-23T16:4:46,Master Bedroom,ON,100
2009-10-23T16:5:21,Landing,ON,100
2009-10-23T16:6:21,Master Bedroom,ON,100
2009-10-23T16:54:17,Main Kitchen,ON,100
2009-10-23T17:47:55,Master Bedroom,ON,100
2009-10-23T18:7:29,Landing,ON,100
2009-10-23T18:9:47,Master Bedroom,ON,100
2009-10-23T18:10:47,Landing,ON,100
2009-10-23T18:11:13,Master Bedroom,ON,100
2009-10-23T18:11:21,Landing,ON,100
2009-10-23T18:12:9,Second Bedroom,ON,100
2009-10-23T18:16:33,Landing,ON,100
2009-10-23T18:16:53,Master Bedroom,ON,100
2009-10-23T18:17:11,Landing,ON,100
2009-10-23T18:17:28,Main Kitchen,ON,100
2009-10-23T18:19:59,Landing,ON,100
2009-10-23T18:20:4,Master Bedroom,ON,100
2009-10-23T18:21:17,Master Bedroom,ON,100
2009-10-23T18:21:21,Master Bedroom,OFF,0
2009-10-23T18:21:58,Master Bedroom,ON,100
2009-10-23T18:21:59,Master Bedroom,ON,100
2009-10-23T18:22:0,Master Bedroom,OFF,0
2009-10-23T18:22:42,Master Bedroom,ON,100
2009-10-23T18:26:26,Master Bedroom,ON,100
2009-10-23T18:26:27,Master Bedroom,OFF,0
2009-10-23T18:26:33,Master Bedroom,ON,100
2009-10-23T18:58:12,Main Kitchen,ON,100
2009-10-23T18:58:26,Hall,ON,100
2009-10-23T18:58:36,Downstairs WC,ON,100
2009-10-23T18:59:7,Main Kitchen,ON,100
2009-10-23T19:8:47,Landing,ON,100
2009-10-23T19:8:52,Master Bedroom,ON,100
2009-10-23T19:9:45,Landing,ON,100
2009-10-23T20:9:47,Main Bathroom,ON,100
2009-10-23T20:28:17,Landing,ON,100
2009-10-23T20:31:43,Master Bedroom,ON,100
2009-10-23T20:32:11,Landing,ON,100
2009-10-23T20:32:23,Master Bedroom,ON,100
2009-10-23T20:33:13,Landing,ON,100
2009-10-23T20:34:40,Main Kitchen,ON,100
2009-10-23T20:44:2,Hall,ON,100
2009-10-23T20:47:39,Main Kitchen,ON,100
2009-10-23T21:3:24,Landing,ON,100
2009-10-23T22:0:30,Master Bedroom,ON,100
2009-10-23T22:1:59,Landing,ON,100
2009-10-23T22:2:10,Main Bathroom,ON,100
2009-10-23T22:4:23,Landing,ON,100
2009-10-23T22:4:28,Master Bedroom,ON,100
2009-10-23T22:7:38,Landing,ON,100
2009-10-23T22:7:41,Main Bathroom,ON,100
2009-10-23T22:8:17,Master Bedroom,ON,100
2009-10-23T22:8:38,Landing,ON,100
2009-10-23T22:8:40,Main Bathroom,ON,100
2009-10-23T22:10:42,Landing,ON,100
2009-10-23T22:10:44,Master Bedroom,ON,100
2009-10-23T22:12:36,Landing,ON,100
2009-10-23T22:12:38,Main Bathroom,ON,100
2009-10-23T22:15:20,Landing,ON,100
2009-10-23T22:15:26,Master Bedroom,ON,100
2009-10-23T22:15:54,Master Bedroom,ON,100
2009-10-23T22:15:59,Master Bedroom,ON,100
2009-10-23T23:32:34,Master Bedroom,OFF,0
2009-10-23T23:32:42,Landing,ON,100
2009-10-23T23:32:47,Main Bathroom,ON,100
2009-10-23T23:34:35,Landing,ON,100
2009-10-23T23:34:40,Master Bedroom,ON,100
2009-10-23T23:35:2,Master Bedroom,ON,100
2009-10-23T23:35:13,Master Bedroom,ON,100
2009-10-23T23:35:45,Master Bedroom,OFF,0
2009-10-23T23:35:52,Master Bedroom,ON,100
2009-10-23T23:36:6,Master Bedroom,ON,100
2009-10-24T0:11:59,Master Bedroom,OFF,0
2009-10-24T0:12:0,Master Bedroom,ON,100
2009-10-24T0:34:13,Master Bedroom,ON,100
2009-10-24T1:31:50,Master Bedroom,OFF,0
2009-10-24T1:31:51,Master Bedroom,ON,100
2009-10-24T1:33:35,Master Bedroom,ON,100
2009-10-24T2:3:44,Master Bedroom,OFF,0
2009-10-24T2:3:45,Master Bedroom,ON,100
2009-10-24T2:10:4,Master Bedroom,OFF,0
2009-10-24T2:10:7,Master Bedroom,ON,100
2009-10-24T2:10:12,Master Bedroom,ON,100
2009-10-24T2:10:56,Master Bedroom,OFF,0
2009-10-24T2:11:5,Landing,ON,100
2009-10-24T2:11:33,Main Kitchen,ON,100
2009-10-24T2:12:55,Landing,ON,100
2009-10-24T2:13:0,Main Bathroom,ON,100
2009-10-24T2:14:57,Landing,ON,100
2009-10-24T2:15:0,Master Bedroom,ON,100
2009-10-24T2:15:14,Master Bedroom,ON,100
2009-10-24T3:0:8,Master Bedroom,ON,100
2009-10-24T3:0:9,Master Bedroom,OFF,0
2009-10-24T3:0:10,Master Bedroom,ON,100
2009-10-24T3:2:10,Master Bedroom,ON,100
2009-10-24T3:2:21,Master Bedroom,OFF,0
2009-10-24T3:6:32,Main Kitchen,ON,100
2009-10-24T3:13:42,Landing,ON,100
2009-10-24T3:13:46,Master Bedroom,ON,100
2009-10-24T3:14:41,Landing,ON,100
2009-10-24T3:14:45,Main Bathroom,ON,100
2009-10-24T3:15:28,Master Bedroom,ON,100
2009-10-24T3:15:32,Landing,ON,100
2009-10-24T3:15:52,Main Kitchen,ON,100
2009-10-24T3:17:25,Hall,ON,100
2009-10-24T3:17:28,Living Room,ON,100
2009-10-24T3:17:36,Main Kitchen,ON,100
2009-10-24T3:18:25,Landing,ON,100
2009-10-24T3:18:29,Master Bedroom,ON,100
2009-10-24T3:19:5,Landing,ON,100
2009-10-24T3:19:8,Main Bathroom,ON,100
2009-10-24T3:22:7,Landing,ON,100
2009-10-24T3:22:29,Main Kitchen,ON,100
2009-10-24T3:23:26,Landing,ON,100
2009-10-24T3:23:31,Master Bedroom,ON,100
2009-10-24T3:23:59,Landing,ON,100
2009-10-24T3:24:46,Main Kitchen,ON,100
2009-10-24T3:27:2,Hall,ON,100
2009-10-24T3:27:47,Main Kitchen,ON,100
2009-10-24T3:28:8,Hall,ON,100
2009-10-24T3:28:20,Main Kitchen,ON,100
2009-10-24T3:35:20,Hall,ON,100
2009-10-24T3:36:15,Main Kitchen,ON,100
2009-10-24T3:38:40,Hall,ON,100
2009-10-24T4:37:21,Main Kitchen,ON,100
2009-10-24T4:39:14,Hall,ON,100
2009-10-24T4:42:49,Main Kitchen,ON,100
2009-10-24T4:43:12,Hall,ON,100
2009-10-24T4:48:27,Living Room,ON,100
2009-10-24T4:48:59,Hall,ON,100
2009-10-24T4:49:24,Main Kitchen,ON,100
2009-10-24T4:49:50,Hall,ON,100
2009-10-24T4:53:34,Downstairs WC,ON,100
2009-10-24T4:53:39,Hall,ON,100
2009-10-24T4:54:29,Main Kitchen,ON,100
2009-10-24T4:58:16,Hall,ON,100
2009-10-24T4:58:50,Main Kitchen,ON,100
2009-10-24T4:58:50,Hall,ON,100
2009-10-24T4:59:54,Main Kitchen,ON,100
2009-10-24T4:59:57,Hall,ON,100
2009-10-24T5:2:11,Main Kitchen,ON,100
2009-10-24T5:2:32,Hall,ON,100
2009-10-24T5:3:9,Main Kitchen,ON,100
2009-10-24T5:6:44,Hall,ON,100
2009-10-24T5:7:13,Living Room,ON,100
2009-10-24T5:7:18,Hall,ON,100
2009-10-24T5:7:21,Downstairs WC,ON,100
2009-10-24T5:7:31,Main Kitchen,ON,100
2009-10-24T5:13:34,Hall,ON,100
2009-10-24T5:13:36,Main Kitchen,ON,100
2009-10-24T5:14:7,Hall,ON,100
2009-10-24T5:17:53,Main Kitchen,ON,100
2009-10-24T5:18:29,Hall,ON,100
2009-10-24T5:18:32,Main Kitchen,ON,100
2009-10-24T5:19:2,Hall,ON,100
2009-10-24T5:19:8,Main Kitchen,ON,100
2009-10-24T5:19:43,Hall,ON,100
2009-10-24T5:21:7,Main Kitchen,ON,100
2009-10-24T5:21:12,Hall,ON,100
2009-10-24T5:21:49,Main Kitchen,ON,100
2009-10-24T5:22:33,Hall,ON,100
2009-10-24T5:23:9,Main Kitchen,ON,100
2009-10-24T5:36:5,Hall,ON,100
2009-10-24T5:36:5,Main Kitchen,ON,100
2009-10-24T5:37:1,Hall,ON,100
2009-10-24T5:37:54,Main Kitchen,ON,100
2009-10-24T5:43:49,Hall,ON,100
2009-10-24T5:44:5,Main Kitchen,ON,100
2009-10-24T5:44:32,Landing,ON,100
2009-10-24T5:44:36,Master Bedroom,ON,100
2009-10-24T5:45:6,Landing,ON,100
2009-10-24T5:45:8,Main Bathroom,ON,100
2009-10-24T5:46:35,Landing,ON,100
2009-10-24T5:46:38,Master Bedroom,ON,100
2009-10-24T5:47:17,Master Bedroom,ON,100
2009-10-24T5:47:58,Master Bedroom,ON,100
2009-10-24T5:50:18,Master Bedroom,OFF,0
2009-10-24T5:50:25,Landing,ON,100
2009-10-24T5:50:28,Main Bathroom,ON,100
2009-10-24T5:50:50,Master Bedroom,ON,100
2009-10-24T5:50:58,Master Bedroom,ON,100
2009-10-24T5:51:24,Master Bedroom,ON,100
2009-10-24T6:3:38,Master Bedroom,OFF,0
2009-10-24T6:3:42,Master Bedroom,ON,100
2009-10-24T6:3:42,Landing,ON,100
2009-10-24T6:4:5,Hall,ON,100
2009-10-24T6:4:47,Landing,ON,100
2009-10-24T6:4:53,Master Bedroom,ON,100
2009-10-24T6:8:35,Master Bedroom,ON,100
2009-10-24T6:12:47,Master Bedroom,OFF,0
2009-10-24T6:12:49,Master Bedroom,ON,100
2009-10-24T6:12:58,Master Bedroom,ON,100
2009-10-24T6:35:4,Master Bedroom,OFF,0
2009-10-24T6:35:5,Master Bedroom,ON,100
2009-10-24T6:35:5,Master Bedroom,ON,100
2009-10-24T6:43:29,Master Bedroom,OFF,0
2009-10-24T6:43:35,Landing,ON,100
2009-10-24T6:43:52,Hall,ON,100
2009-10-24T6:44:5,Main Kitchen,ON,100
2009-10-24T6:45:17,Landing,ON,100
2009-10-24T6:45:22,Main Bathroom,ON,100
2009-10-24T6:46:16,Landing,ON,100
2009-10-24T6:46:21,Master Bedroom,ON,100
2009-10-24T6:47:4,Master Bedroom,ON,100
2009-10-24T6:47:7,Master Bedroom,OFF,0
2009-10-24T6:47:8,Master Bedroom,ON,100
2009-10-24T6:47:48,Master Bedroom,ON,100
2009-10-24T6:49:0,Master Bedroom,OFF,0
2009-10-24T6:49:1,Master Bedroom,ON,100
2009-10-24T6:49:40,Master Bedroom,ON,100
2009-10-24T6:50:22,Master Bedroom,OFF,0
2009-10-24T6:50:23,Master Bedroom,ON,100
2009-10-24T6:50:36,Master Bedroom,OFF,0
2009-10-24T6:50:37,Master Bedroom,ON,100
2009-10-24T6:58:1,Master Bedroom,ON,100
2009-10-24T7:30:15,Master Bedroom,OFF,0
2009-10-24T7:30:22,Landing,ON,100
2009-10-24T7:30:52,Main Kitchen,ON,100
2009-10-24T7:32:46,Landing,ON,100
2009-10-24T7:32:52,Main Bathroom,ON,100
2009-10-24T7:33:53,Landing,ON,100
2009-10-24T7:33:56,Master Bedroom,ON,100
2009-10-24T7:34:31,Master Bedroom,ON,100
2009-10-24T7:38:10,Master Bedroom,ON,100
2009-10-24T7:55:18,Master Bedroom,OFF,0
2009-10-24T7:55:24,Master Bedroom,ON,100
2009-10-24T8:8:43,Master Bedroom,ON,100
2009-10-24T8:16:53,Master Bedroom,OFF,0
2009-10-24T8:16:59,Landing,ON,100
2009-10-24T8:17:29,Main Kitchen,ON,100
2009-10-24T8:18:25,Hall,ON,100
2009-10-24T8:18:29,Downstairs WC,ON,100
2009-10-24T8:19:59,Hall,ON,100
2009-10-24T8:21:3,Landing,ON,100
2009-10-24T8:21:8,Master Bedroom,ON,100
2009-10-24T8:21:36,Landing,ON,100
2009-10-24T8:21:43,Master Bedroom,ON,100
2009-10-24T8:21:48,Master Bedroom,ON,100
2009-10-24T8:27:4,Master Bedroom,OFF,0
2009-10-24T8:27:5,Master Bedroom,ON,100
2009-10-24T8:36:11,Master Bedroom,ON,100
2009-10-24T8:36:13,Master Bedroom,OFF,0
2009-10-24T8:36:15,Master Bedroom,ON,100
2009-10-24T8:56:23,Master Bedroom,ON,100
2009-10-24T8:56:24,Master Bedroom,OFF,0
2009-10-24T8:57:27,Master Bedroom,ON,100
2009-10-24T8:57:44,Master Bedroom,ON,100
2009-10-24T9:2:58,Master Bedroom,ON,100
2009-10-24T9:54:9,Master Bedroom,OFF,0
2009-10-24T9:54:45,Master Bedroom,ON,100
2009-10-24T9:55:0,Landing,ON,100
2009-10-24T9:55:3,Main Bathroom,ON,100
2009-10-24T9:56:13,Landing,ON,100
2009-10-24T9:56:15,Master Bedroom,ON,100
2009-10-24T9:57:12,Landing,ON,100
2009-10-24T9:57:43,Third Bedroom,ON,100
2009-10-24T9:58:4,Landing,ON,100
2009-10-24T9:59:14,Master Bedroom,ON,100
2009-10-24T9:59:43,Landing,ON,100
2009-10-24T10:0:8,Main Kitchen,ON,100
2009-10-24T10:0:25,Hall,ON,100
2009-10-24T10:0:34,Downstairs WC,ON,100
2009-10-24T10:1:7,Hall,ON,100
2009-10-24T10:1:25,Main Kitchen,ON,100
2009-10-24T10:10:23,Hall,ON,100
2009-10-24T10:10:48,Main Kitchen,ON,100
2009-10-24T10:18:33,Hall,ON,100
2009-10-24T10:18:38,Living Room,ON,100
2009-10-24T10:19:45,Hall,ON,100
2009-10-24T10:19:51,Main Kitchen,ON,100
2009-10-24T10:21:1,Hall,ON,100
2009-10-24T10:21:4,Living Room,ON,100
2009-10-24T10:21:34,Main Kitchen,ON,100
2009-10-24T10:50:10,Hall,ON,100
2009-10-24T10:50:14,Living Room,ON,100
2009-10-24T10:50:35,Main Kitchen,ON,100
2009-10-24T10:50:54,Landing,ON,100
2009-10-24T10:50:58,Main Bathroom,ON,100
2009-10-24T10:53:28,Landing,ON,100
2009-10-24T10:53:38,Main Kitchen,ON,100
